"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.338,0.521,0.05,0.66,0.24,-0.66,-0.26
"ClusIPW",0.627,0.428,-0.18,0.43,-0.39,0.02,0.79
"addIPW",0.729,0.505,0.01,0.31,-0.08,-0.03,0.95
"Oracle",0.913,0.625,0.3,0.6,0.3,0.3,0.6
