"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.438,0.658,0.37,0.69,0.18,-0.54,-0.24
"ClusIPW",0.668,0.505,0.01,1,-0.02,0.02,0.05
"addIPW",0.799,0.641,0.34,0.81,-0.2,0.23,0.37
"Oracle",0.912,0.622,0.3,0.6,0.3,0.3,0.6
