"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.388,0.653,0.37,0.59,0.28,-0.6,-0.29
"ClusIPW",0.746,0.408,-0.22,0.63,-0.17,0.36,0.63
"addIPW",0.864,0.586,0.22,0.43,0.19,0.59,0.62
"Oracle",0.91,0.622,0.3,0.6,0.3,0.3,0.6
