"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.165,0.662,0.39,0.25,0.26,-0.74,-0.42
"ClusIPW",-0.001,0.776,0.61,-0.25,-0.61,-0.26,-0.37
"addIPW",0.651,0.723,0.51,-0.1,0.04,-0.05,0.85
"Oracle",0.906,0.623,0.3,0.6,0.3,0.3,0.6
