"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.263,0.582,0.2,0.38,0.41,-0.76,-0.26
"ClusIPW",0.541,0.397,-0.25,0.23,0.55,0.76,-0.03
"addIPW",0.832,0.601,0.25,0.74,-0.13,0.14,0.6
"Oracle",0.918,0.627,0.3,0.6,0.3,0.3,0.6
