"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.342,0.612,0.27,0.64,0.18,-0.6,-0.35
"ClusIPW",0.848,0.463,-0.1,0.59,0.4,0.46,0.52
"addIPW",0.867,0.563,0.16,0.59,0,0.22,0.76
"Oracle",0.912,0.626,0.3,0.6,0.3,0.3,0.6
