"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.35,0.654,0.37,0.51,0.3,-0.66,-0.28
"ClusIPW",0.768,0.461,-0.1,0.57,-0.02,0.68,0.45
"addIPW",0.763,0.583,0.21,0.71,-0.29,0.03,0.61
"Oracle",0.913,0.624,0.3,0.6,0.3,0.3,0.6
