"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.305,0.606,0.26,0.58,0.24,-0.64,-0.36
"ClusIPW",0.805,0.672,0.41,0.32,0.15,0.72,0.43
"addIPW",0.864,0.569,0.17,0.46,0.56,0.12,0.66
"Oracle",0.914,0.625,0.3,0.6,0.3,0.3,0.6
