"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.377,0.502,0,0.7,0.35,-0.55,-0.28
"ClusIPW",0.709,0.443,-0.14,0.5,-0.06,0.77,0.37
"addIPW",0.676,0.488,-0.04,0.35,-0.32,0.69,0.55
"Oracle",0.919,0.627,0.3,0.6,0.3,0.3,0.6
