"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.371,0.661,0.38,0.57,0.15,-0.68,-0.22
"ClusIPW",0.76,0.496,-0.01,0.57,0.51,0.63,0.15
"addIPW",0.811,0.765,0.59,0.63,0.19,0.42,0.22
"Oracle",0.901,0.622,0.3,0.6,0.3,0.3,0.6
