"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.331,0.689,0.44,0.56,0.11,-0.59,-0.36
"ClusIPW",0.596,0.79,0.63,0.46,-0.09,-0.49,0.38
"addIPW",0.858,0.706,0.48,0.42,0.44,0.47,0.42
"Oracle",0.911,0.624,0.3,0.6,0.3,0.3,0.6
