"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.333,0.583,0.21,0.58,0.21,-0.72,-0.23
"ClusIPW",0.639,0.327,-0.41,0.66,-0.23,0.28,0.51
"addIPW",0.862,0.575,0.19,0.56,0.46,0.02,0.67
"Oracle",0.911,0.624,0.3,0.6,0.3,0.3,0.6
