"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.431,0.51,0.03,0.75,0.3,-0.57,-0.16
"ClusIPW",0.738,0.396,-0.25,0.65,-0.12,0.19,0.68
"addIPW",0.886,0.678,0.42,0.64,0.02,0.22,0.61
"Oracle",0.914,0.623,0.3,0.6,0.3,0.3,0.6
