"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.43,0.572,0.18,0.73,0.21,-0.6,-0.15
"ClusIPW",0.459,0.756,0.57,-0.53,0.19,0.12,0.58
"addIPW",0.849,0.663,0.39,0.7,0.32,-0.09,0.5
"Oracle",0.915,0.625,0.3,0.6,0.3,0.3,0.6
