"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.339,0.643,0.35,0.62,0.16,-0.57,-0.38
"ClusIPW",0.8,0.76,0.57,0.53,0.06,0.57,0.25
"addIPW",0.815,0.606,0.26,0.22,0.04,0.6,0.73
"Oracle",0.905,0.623,0.3,0.6,0.3,0.3,0.6
