"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.463,0.557,0.14,0.61,0.44,-0.65,-0.07
"ClusIPW",0.709,0.441,-0.15,0.68,-0.2,-0.09,0.68
"addIPW",0.882,0.537,0.1,0.77,0.29,0.26,0.5
"Oracle",0.908,0.624,0.3,0.6,0.3,0.3,0.6
