"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.265,0.652,0.36,0.52,0.07,-0.69,-0.36
"ClusIPW",0.703,0.42,-0.2,0.95,0.16,0.04,0.19
"addIPW",0.869,0.529,0.08,0.46,0.42,0.24,0.74
"Oracle",0.903,0.623,0.3,0.6,0.3,0.3,0.6
