"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.313,0.649,0.36,0.64,-0.04,-0.58,-0.36
"ClusIPW",0.56,0.971,0.88,0.24,-0.25,0.14,0.28
"addIPW",0.817,0.662,0.39,0.8,0.17,-0.12,0.4
"Oracle",0.909,0.623,0.3,0.6,0.3,0.3,0.6
