"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.385,0.66,0.38,0.63,0.27,-0.48,-0.39
"ClusIPW",0.784,0.543,0.11,0.84,-0.07,0.47,0.25
"addIPW",0.852,0.557,0.14,0.43,0.12,0.57,0.67
"Oracle",0.915,0.624,0.3,0.6,0.3,0.3,0.6
