"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.431,0.587,0.22,0.75,0.2,-0.53,-0.25
"ClusIPW",0.49,0.719,0.5,0.63,0.39,-0.15,-0.42
"addIPW",0.641,0.459,-0.1,0.99,-0.06,0.1,0.02
"Oracle",0.915,0.624,0.3,0.6,0.3,0.3,0.6
