"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.301,0.593,0.23,0.63,-0.01,-0.69,-0.27
"ClusIPW",0.719,0.569,0.17,0.34,0.09,0.88,0.27
"addIPW",0.884,0.656,0.38,0.51,0.14,0.29,0.7
"Oracle",0.907,0.623,0.3,0.6,0.3,0.3,0.6
