"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.257,0.518,0.04,0.62,-0.05,-0.74,-0.24
"ClusIPW",0.3,0.399,-0.25,-0.07,0.15,0.93,-0.22
"addIPW",0.801,0.523,0.06,0.73,0.61,0.22,0.2
"Oracle",0.909,0.624,0.3,0.6,0.3,0.3,0.6
