"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.376,0.583,0.2,0.61,0.31,-0.67,-0.22
"ClusIPW",0.877,0.524,0.06,0.75,0.17,0.36,0.52
"addIPW",0.879,0.716,0.5,0.6,0.17,0.41,0.44
"Oracle",0.907,0.622,0.3,0.6,0.3,0.3,0.6
