"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.421,0.649,0.36,0.59,0.04,-0.73,0
"ClusIPW",0.689,0.452,-0.12,0.4,0.42,0.79,0.15
"addIPW",0.716,0.561,0.15,0.5,-0.34,0.65,0.43
"Oracle",0.911,0.622,0.3,0.6,0.3,0.3,0.6
