"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.28,0.552,0.14,0.54,0.21,-0.76,-0.26
"ClusIPW",-0.039,0.126,-0.75,-0.53,0.28,-0.21,0.18
"addIPW",0.789,0.554,0.14,0.72,0.26,-0.27,0.57
"Oracle",0.912,0.625,0.3,0.6,0.3,0.3,0.6
