"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.344,0.59,0.21,0.72,0.07,-0.55,-0.36
"ClusIPW",0.817,0.437,-0.15,0.77,0.12,0.2,0.58
"addIPW",0.845,0.534,0.09,0.86,0.16,0.35,0.33
"Oracle",0.917,0.624,0.3,0.6,0.3,0.3,0.6
