"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.526,0.647,0.36,0.65,0.4,-0.54,-0.05
"ClusIPW",0.55,0.214,-0.62,0.53,0.26,0.03,0.51
"addIPW",0.62,0.387,-0.27,0.09,0.8,0.3,0.44
"Oracle",0.901,0.619,0.3,0.6,0.3,0.3,0.6
