"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.387,0.635,0.33,0.63,0.28,-0.56,-0.33
"ClusIPW",0.499,0.52,0.05,0.06,-0.3,0.92,0.24
"addIPW",0.882,0.681,0.42,0.56,0.12,0.49,0.49
"Oracle",0.914,0.624,0.3,0.6,0.3,0.3,0.6
