"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.421,0.667,0.39,0.56,0.28,-0.66,-0.14
"ClusIPW",0.769,0.497,-0.01,0.7,-0.24,0.16,0.65
"addIPW",0.814,0.43,-0.17,0.5,0.17,0.25,0.79
"Oracle",0.91,0.621,0.3,0.6,0.3,0.3,0.6
