"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.492,0.643,0.34,0.57,0.43,-0.61,-0.05
"ClusIPW",0.729,0.352,-0.35,0.64,0.06,0.12,0.67
"addIPW",0.851,0.494,-0.02,0.69,0.1,0.47,0.53
"Oracle",0.918,0.624,0.3,0.6,0.3,0.3,0.6
