"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.454,0.588,0.22,0.76,0.22,-0.52,-0.21
"ClusIPW",0.741,0.408,-0.23,0.49,-0.08,0.57,0.61
"addIPW",0.787,0.428,-0.18,0.69,0.19,0.57,0.36
"Oracle",0.91,0.623,0.3,0.6,0.3,0.3,0.6
