"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.43,0.693,0.45,0.65,0.14,-0.55,-0.22
"ClusIPW",0.771,0.611,0.27,0.53,-0.29,0.53,0.53
"addIPW",0.767,0.42,-0.2,0.23,0.31,0.47,0.76
"Oracle",0.914,0.626,0.3,0.6,0.3,0.3,0.6
