"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.398,0.598,0.24,0.61,0.15,-0.74,-0.07
"ClusIPW",0.478,0.52,0.05,0.6,-0.51,-0.44,0.43
"addIPW",0.896,0.605,0.26,0.71,0.33,0.23,0.51
"Oracle",0.91,0.623,0.3,0.6,0.3,0.3,0.6
