"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.332,0.535,0.09,0.68,0.07,-0.69,-0.22
"ClusIPW",0.866,0.482,-0.05,0.61,0.2,0.46,0.61
"addIPW",0.846,0.53,0.08,0.54,-0.04,0.36,0.76
"Oracle",0.912,0.624,0.3,0.6,0.3,0.3,0.6
