"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.247,0.631,0.32,0.35,0.19,-0.84,-0.21
"ClusIPW",0.645,0.395,-0.26,0.53,0.7,0.4,0.03
"addIPW",0.865,0.583,0.21,0.81,0.12,0.34,0.4
"Oracle",0.907,0.622,0.3,0.6,0.3,0.3,0.6
