"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.504,0.675,0.41,0.74,0.21,-0.44,-0.2
"ClusIPW",0.83,0.613,0.27,0.65,-0.2,0.23,0.64
"addIPW",0.842,0.464,-0.09,0.71,0.14,0.41,0.54
"Oracle",0.921,0.627,0.3,0.6,0.3,0.3,0.6
