"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.267,0.58,0.2,0.47,0.4,-0.64,-0.41
"ClusIPW",0.606,0.342,-0.38,0.81,-0.01,-0.22,0.4
"addIPW",0.818,0.761,0.58,0.42,0.19,0.57,0.36
"Oracle",0.915,0.624,0.3,0.6,0.3,0.3,0.6
