"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.491,0.708,0.48,0.61,0.3,-0.54,-0.14
"ClusIPW",0.661,0.893,0.78,0.4,0.22,0.43,0.01
"addIPW",0.867,0.488,-0.04,0.47,0.47,0.36,0.65
"Oracle",0.911,0.625,0.3,0.6,0.3,0.3,0.6
