"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.289,0.68,0.43,0.53,0.16,-0.54,-0.46
"ClusIPW",0.649,0.296,-0.47,0.72,0.02,0.34,0.38
"addIPW",0.811,0.435,-0.16,0.65,0.15,0.51,0.52
"Oracle",0.907,0.623,0.3,0.6,0.3,0.3,0.6
