"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.398,0.513,0.04,0.66,0.37,-0.61,-0.2
"ClusIPW",0.588,0.577,0.19,0.31,-0.53,0.67,0.37
"addIPW",0.762,0.601,0.25,0.8,0.17,0.52,0
"Oracle",0.917,0.627,0.3,0.6,0.3,0.3,0.6
