"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.313,0.682,0.43,0.58,0.12,-0.47,-0.49
"ClusIPW",0.652,0.656,0.37,0.64,0.66,-0.13,-0.09
"addIPW",0.858,0.709,0.48,0.5,-0.05,0.43,0.58
"Oracle",0.919,0.628,0.3,0.6,0.3,0.3,0.6
