"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.418,0.62,0.3,0.74,0.17,-0.5,-0.29
"ClusIPW",0.62,0.398,-0.25,0.46,-0.42,0.15,0.73
"addIPW",0.891,0.691,0.45,0.49,0.24,0.25,0.66
"Oracle",0.911,0.625,0.3,0.6,0.3,0.3,0.6
