"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.475,0.604,0.25,0.66,0.45,-0.51,-0.19
"ClusIPW",0.768,0.382,-0.29,0.79,0.27,0.24,0.4
"addIPW",0.866,0.563,0.16,0.74,0.01,0.25,0.6
"Oracle",0.91,0.624,0.3,0.6,0.3,0.3,0.6
