"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.241,0.62,0.29,0.55,0.15,-0.57,-0.51
"ClusIPW",0.811,0.514,0.03,0.92,0.07,0.17,0.34
"addIPW",0.819,0.746,0.55,0.75,0.22,0.06,0.27
"Oracle",0.914,0.626,0.3,0.6,0.3,0.3,0.6
