"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.363,0.695,0.45,0.57,0.06,-0.64,-0.25
"ClusIPW",0.076,0.79,0.63,-0.63,-0.43,-0.15,0.08
"addIPW",0.876,0.662,0.39,0.58,0.04,0.15,0.7
"Oracle",0.908,0.625,0.3,0.6,0.3,0.3,0.6
