"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.389,0.642,0.34,0.71,0.06,-0.53,-0.31
"ClusIPW",0.512,0.271,-0.52,0.63,-0.23,0.49,0.22
"addIPW",0.83,0.628,0.31,0.61,0.51,0.48,0.19
"Oracle",0.912,0.627,0.3,0.6,0.3,0.3,0.6
