"","Value","Tx_Prop","beta0","beta1","beta2","beta3","beta4"
"NoIntIPW",0.331,0.682,0.43,0.43,0.31,-0.67,-0.29
"ClusIPW",0.666,0.473,-0.07,0.94,-0.19,-0.07,0.27
"addIPW",0.831,0.666,0.4,0.66,0.39,-0.15,0.47
"Oracle",0.908,0.624,0.3,0.6,0.3,0.3,0.6
