"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.033,0.549,0.35,0.47,-0.75,0.3
"ClusIPW",19.501,0.508,-0.11,0.89,-0.13,0.42
"addIPW",20.942,0.968,0.94,0.29,0.13,0.13
"Oracle",22.936,0.723,0,0.2,-0.1,0.98
