"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",16.766,0.389,-0.38,0.8,0.25,-0.4
"ClusIPW",9.183,0.002,-0.58,-0.14,-0.58,-0.55
"addIPW",22.035,0.672,-0.38,0.21,0.66,0.61
"Oracle",22.838,0.722,0,0.2,-0.1,0.98
