"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.575,0.267,-0.79,0.62,-0.01,0.05
"ClusIPW",13.865,0.227,-0.42,0.59,-0.45,-0.53
"addIPW",21.885,0.545,-0.46,0.21,0.24,0.83
"Oracle",22.826,0.721,0,0.2,-0.1,0.98
