"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.224,0.516,-0.09,0.95,0.1,0.27
"ClusIPW",20.711,0.484,-0.3,0.38,-0.3,0.82
"addIPW",21.121,0.503,-0.45,0,0,0.89
"Oracle",22.818,0.72,0,0.2,-0.1,0.98
