"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.244,0,-1,0,0,0
"ClusIPW",21.666,0.622,0.05,0.49,-0.27,0.83
"addIPW",14.117,0.469,0.41,-0.04,-0.91,0.03
"Oracle",22.731,0.721,0,0.2,-0.1,0.98
