"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.507,0.462,-0.42,0.79,0.42,0.12
"ClusIPW",9.695,0.38,-0.32,-0.86,-0.39,-0.03
"addIPW",19.781,0.807,0.83,0.26,-0.35,-0.34
"Oracle",22.894,0.723,0,0.2,-0.1,0.98
