"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.251,0,-1,0,0,0
"ClusIPW",20.871,0.542,0.07,0.42,-0.61,0.67
"addIPW",21.025,0.499,-0.45,0,0,0.89
"Oracle",22.928,0.724,0,0.2,-0.1,0.98
