"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.974,0.602,0.56,0.59,-0.57,0.08
"ClusIPW",9.74,0.436,0.01,-0.9,-0.28,-0.33
"addIPW",21.775,0.707,-0.32,0.23,0.77,0.5
"Oracle",22.83,0.721,0,0.2,-0.1,0.98
