"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.232,0,-1,0,0,0
"ClusIPW",11.859,0.123,-0.54,0.43,-0.54,-0.48
"addIPW",22.107,0.627,-0.44,0.16,0.56,0.68
"Oracle",22.807,0.719,0,0.2,-0.1,0.98
