"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",14.132,0.32,0.3,0.31,-0.69,-0.58
"ClusIPW",13.738,0.214,-0.46,0.57,-0.46,-0.5
"addIPW",20.888,0.78,0.85,0.51,-0.07,-0.06
"Oracle",22.784,0.719,0,0.2,-0.1,0.98
