"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",19.444,0.588,0.59,0.66,-0.44,-0.17
"ClusIPW",21.42,0.663,0,0.62,0.41,0.66
"addIPW",20.478,0.757,0.39,-0.02,-0.75,0.53
"Oracle",22.784,0.722,0,0.2,-0.1,0.98
