"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.319,0.598,-0.36,0.34,0.83,0.26
"ClusIPW",19.007,0.437,-0.57,0.58,0.26,0.52
"addIPW",21.48,0.882,0.88,0.41,-0.03,0.24
"Oracle",22.772,0.72,0,0.2,-0.1,0.98
