"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",18.073,0.443,0.29,0.41,-0.86,0.03
"ClusIPW",18.408,0.374,-0.34,0.5,-0.56,0.56
"addIPW",21.717,0.775,0.49,0.59,0.29,0.57
"Oracle",22.869,0.72,0,0.2,-0.1,0.98
