"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",20.02,0.413,-0.54,0.27,-0.03,0.8
"ClusIPW",15.158,0.248,-0.55,0.61,-0.57,-0.02
"addIPW",21.347,0.475,-0.44,0.2,-0.09,0.87
"Oracle",22.738,0.719,0,0.2,-0.1,0.98
