"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",9.26,0,-1,0,0,0
"ClusIPW",8.925,0.238,-0.56,-0.58,-0.58,0.03
"addIPW",13.054,0.567,-0.12,-0.68,-0.04,0.72
"Oracle",22.849,0.721,0,0.2,-0.1,0.98
