"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.415,0.371,0.35,0.35,-0.74,-0.46
"ClusIPW",21.244,0.959,0.58,0.27,0.44,0.63
"addIPW",21.567,0.493,-0.44,0.2,-0.03,0.88
"Oracle",22.802,0.72,0,0.2,-0.1,0.98
