"","Value","Tx_Prop","beta0","beta1","beta2","beta3"
"NoIntIPW",15.737,0.451,0.45,0.38,-0.42,-0.69
"ClusIPW",21.768,0.83,0.5,0.5,0.5,0.5
"addIPW",21.419,0.939,0.87,0.28,-0.26,0.31
"Oracle",22.808,0.722,0,0.2,-0.1,0.98
